customerID;jobID;bookingTime;vaTime;startX;startY;endX;endY;;
30066;AP0066;01.05.2016 01:19;01.05.2016 01:19;476102.3854;5553029.884;476120.4456;5552660.063;;
30067;AP0067;01.05.2016 01:20;01.05.2016 01:20;476683.7611;5552673.625;475926.0214;5552883.565;;
30068;AP0068;01.05.2016 01:22;01.05.2016 01:22;476681.094;5552958.422;475869.5579;5553014.984;;
30069;AP0069;01.05.2016 01:24;01.05.2016 01:24;476528.9541;5552810.233;476331.7689;5553193.683;;
30070;AP0070;01.05.2016 01:29;01.05.2016 01:29;476625.9049;5552660.361;476636.6624;5553229.6;;
30071;AP0071;01.05.2016 01:31;01.05.2016 01:31;476217.8316;5552533.985;476292.7671;5552803.877;;
30072;AP0072;01.05.2016 01:33;01.05.2016 01:33;476291.7694;5552396.05;475964.6313;5552651.759;;
30073;AP0073;01.05.2016 01:34;01.05.2016 01:34;476888.1143;5552938.617;476459.9973;5552670.533;;
30074;AP0074;01.05.2016 01:35;01.05.2016 01:35;476633.368;5552931.446;476875.5362;5552978.727;;
30075;AP0075;01.05.2016 01:36;01.05.2016 01:36;476273.0027;5552587.701;476382.9554;5552815.921;;
30076;AP0076;01.05.2016 01:38;01.05.2016 01:38;476250.9821;5552791.656;476017.5112;5552799.905;;
30077;AP0077;01.05.2016 01:39;01.05.2016 01:39;476134.0104;5552895.362;475974.1461;5552677.066;;
30078;AP0078;01.05.2016 01:41;01.05.2016 01:41;476076.8478;5552931.979;475865.1108;5553145.574;;
30079;AP0079;01.05.2016 01:41;01.05.2016 01:41;476359.6956;5553157.016;476152.5861;5552731.094;;
30080;AP0080;01.05.2016 01:41;01.05.2016 01:41;476427.519;5553142.442;476210.2113;5552742.665;;
30081;AP0081;01.05.2016 01:43;01.05.2016 01:43;476501.7099;5552814.95;476071.7575;5552738.008;;
30082;AP0082;01.05.2016 01:48;01.05.2016 01:48;476436.7636;5552781.992;476188.892;5552844.999;;
30083;AP0083;01.05.2016 01:50;01.05.2016 01:50;476460.0801;5552925.611;476356.9435;5553139.178;;
30084;AP0084;01.05.2016 01:51;01.05.2016 01:51;476816.7058;5553072.597;476605.4906;5553040.961;;
30085;AP0085;01.05.2016 01:52;01.05.2016 01:52;476307.7271;5552876.495;476007.9321;5552867.878;;
30086;AP0086;01.05.2016 01:53;01.05.2016 01:53;476195.7069;5552846.958;476138.5189;5552875.698;;
30087;AP0087;01.05.2016 01:53;01.05.2016 01:53;476020.6425;5552734.059;476908.4393;5552597.241;;
30088;AP0088;01.05.2016 01:56;01.05.2016 01:56;476079.1644;5552791.924;476902.3719;5552607.687;;
30089;AP0089;01.05.2016 01:57;01.05.2016 01:57;476169.7128;5553094.271;476390.0939;5553092.197;;
30090;AP0090;01.05.2016 01:58;01.05.2016 01:58;476780.9464;5553003.101;476477.8233;5553214.96;;
30091;AP0091;01.05.2016 01:59;01.05.2016 01:59;476496.3044;5553115.23;476303.7954;5552968.423;;
30092;AP0092;01.05.2016 02:00;01.05.2016 02:00;476388.4653;5552899.821;476801.4416;5553122.871;;
30093;AP0093;01.05.2016 02:00;01.05.2016 02:00;476538.8162;5552254.863;476423.7652;5553170.89;;
30094;AP0094;01.05.2016 02:04;01.05.2016 02:04;476201.8831;5552259.572;476421.4385;5553025.867;;
30095;AP0095;01.05.2016 02:05;01.05.2016 02:05;476569.4358;5552872.064;476250.1767;5552791.528;;
30096;AP0096;01.05.2016 02:05;01.05.2016 02:05;476634.0634;5553322.435;476282.6809;5553044.886;;
30097;AP0097;01.05.2016 02:05;01.05.2016 02:05;476275.0756;5552827.014;476653.294;5552565.853;;
30098;AP0098;01.05.2016 02:08;01.05.2016 02:08;475951.8252;5553055.541;476655.592;5552762.52;;
30099;AP0099;01.05.2016 02:11;01.05.2016 02:11;476756.4577;5552992.143;476751.5657;5552689.683;;
30100;AP0100;01.05.2016 02:11;01.05.2016 02:11;476917.9988;5552817.959;476667.8295;5552381.071;;
30101;AP0101;01.05.2016 02:13;01.05.2016 02:13;476588.7769;5552747.714;476423.3696;5553205.733;;
30102;AP0102;01.05.2016 02:13;01.05.2016 02:13;476721.5232;5552682.283;476151.559;5553175.467;;
30103;AP0103;01.05.2016 02:14;01.05.2016 02:14;476531.0552;5552457.59;476136.2061;5553223.49;;
30104;AP0104;01.05.2016 02:15;01.05.2016 02:15;476690.5489;5552489.967;476052.1103;5553071.902;;
30105;AP0105;01.05.2016 02:17;01.05.2016 02:17;476299.4344;5552496.142;476423.3699;5552300.918;;
30106;AP0106;01.05.2016 02:17;01.05.2016 02:17;476342.3636;5552248.298;475951.6749;5552263.674;;
30107;AP0107;01.05.2016 02:18;01.05.2016 02:18;476779.9594;5552510.484;475867.5507;5553053.892;;
30108;AP0108;01.05.2016 02:18;01.05.2016 02:18;476605.1387;5552628.639;476010.0164;5552858.49;;
30109;AP0109;01.05.2016 02:24;01.05.2016 02:24;476182.5753;5553041.122;476165.0677;5552993.932;;
30110;AP0110;01.05.2016 02:25;01.05.2016 02:25;476077.4256;5552983.229;476229.6531;5553010.489;;
30111;AP0111;01.05.2016 02:27;01.05.2016 02:27;476310.9792;5552878.906;475925.7154;5553110.856;;
30112;AP0112;01.05.2016 02:28;01.05.2016 02:28;476274.979;5552852.223;475963.7775;5552674.714;;
30113;AP0113;01.05.2016 02:30;01.05.2016 02:30;476224.2089;5552864.13;476119.6585;5552959.758;;
30114;AP0114;01.05.2016 02:31;01.05.2016 02:31;476167.5386;5552800.675;476158.6482;5552992.473;;
30115;AP0115;01.05.2016 02:33;01.05.2016 02:33;476443.2895;5552332.232;476055.0258;5552402.762;;
30116;AP0116;01.05.2016 02:36;01.05.2016 02:36;476037.6249;5552383.337;476046.0523;5552330.937;;
30117;AP0117;01.05.2016 02:39;01.05.2016 02:39;476758.7577;5553085.794;476816.756;5552492.162;;
30118;AP0118;01.05.2016 02:43;01.05.2016 02:43;476645.611;5552938.809;476698.661;5552295.429;;
30119;AP0119;01.05.2016 02:43;01.05.2016 02:43;476164.6279;5553176.882;476200.232;5552230.696;;
30120;AP0120;01.05.2016 02:45;01.05.2016 02:45;476303.5123;5553288.763;476293.1277;5552519.186;;
30121;AP0121;01.05.2016 02:47;01.05.2016 02:47;476713.1108;5552680.354;475865.8023;5553275.757;;
30122;AP0122;01.05.2016 02:47;01.05.2016 02:47;476394.9463;5552817.527;476278.2441;5552824.085;;
30123;AP0123;01.05.2016 02:48;01.05.2016 02:48;476020.63;5552717.922;476304.3396;5552783.503;;
30124;AP0124;01.05.2016 02:48;01.05.2016 02:48;476131.2413;5552907.441;476181.633;5552736.774;;
30125;AP0125;01.05.2016 02:49;01.05.2016 02:49;476707.7578;5552406.409;476680.5805;5553062.924;;
30126;AP0126;01.05.2016 02:49;01.05.2016 02:49;476763.4498;5552995.273;476282.106;5553305.522;;
30127;AP0127;01.05.2016 02:52;01.05.2016 02:52;475867.9533;5553038.763;475898.4755;5553161.264;;
30128;AP0128;01.05.2016 02:53;01.05.2016 02:53;476143.9081;5552852.192;476125.4749;5552984.934;;
30129;AP0129;01.05.2016 02:54;01.05.2016 02:54;476276.9266;5553022.669;476650.8242;5552839.076;;
30130;AP0130;01.05.2016 02:54;01.05.2016 02:54;476145.8216;5552799.749;476668.1337;5552952.355;;
30131;AP0131;01.05.2016 02:57;01.05.2016 02:57;476085.6538;5552943.193;476651.479;5552942.338;;
30132;AP0132;01.05.2016 02:58;01.05.2016 02:58;476291.0012;5552806.985;476824.613;5553022.64;;
30133;AP0133;01.05.2016 02:58;01.05.2016 02:58;476314.2911;5552766.534;476437.19;5552217.725;;
30134;AP0134;01.05.2016 03:00;01.05.2016 03:00;476452.5244;5552748.801;476050.437;5552308.541;;
30135;AP0135;01.05.2016 03:01;01.05.2016 03:01;476849.9675;5553033.068;476853.473;5552953.428;;
30136;AP0136;01.05.2016 03:04;01.05.2016 03:04;476853.3886;5553034.437;476682.2929;5552452.156;;
30137;AP0137;01.05.2016 03:07;01.05.2016 03:07;476452.5749;5552884.348;476793.6647;5552463.497;;
30138;AP0138;01.05.2016 03:10;01.05.2016 03:10;476679.8157;5552772.996;476823.9582;5552704.932;;
30139;AP0139;01.05.2016 03:11;01.05.2016 03:11;476895.8708;5552606.388;476382.8856;5553215.768;;
30140;AP0140;01.05.2016 03:12;01.05.2016 03:12;476329.5054;5552361.124;476705.9151;5553070.336;;
30141;AP0141;01.05.2016 03:12;01.05.2016 03:12;476584.9466;5552540.85;476218.1786;5552581.435;;
30142;AP0142;01.05.2016 03:14;01.05.2016 03:14;476241.8553;5552472.347;476526.3293;5552297.17;;
30143;AP0143;01.05.2016 03:15;01.05.2016 03:15;476815.6819;5553102.446;476176.3077;5552802.503;;
30144;AP0144;01.05.2016 03:16;01.05.2016 03:16;476407.5194;5552898.267;476276.1995;5552826.107;;
30145;AP0145;01.05.2016 03:16;01.05.2016 03:16;476234.9074;5552471.115;476312.8789;5552258.628;;
30146;AP0146;01.05.2016 03:19;01.05.2016 03:19;476413.4655;5552217.541;476529.9045;5552254.177;;
30147;AP0147;01.05.2016 03:23;01.05.2016 03:23;476912.2923;5552578.104;476661.8108;5552356.483;;
30148;AP0148;01.05.2016 03:24;01.05.2016 03:24;476501.1914;5552434.963;476628.6959;5552582.18;;
30149;AP0149;01.05.2016 03:24;01.05.2016 03:24;476164.7311;5552800.089;476711.6924;5552716.565;;
30150;AP0150;01.05.2016 03:25;01.05.2016 03:25;476251.2876;5553037.369;476633.1272;5552931.301;;
30151;AP0151;01.05.2016 03:25;01.05.2016 03:25;476677.5923;5552777.21;475967.3751;5552980.987;;
30152;AP0152;01.05.2016 03:26;01.05.2016 03:26;476523.6931;5552803.022;476226.3281;5552863.266;;
30153;AP0153;01.05.2016 03:26;01.05.2016 03:26;476758.0619;5552992.861;476076.5686;5553046.278;;
30154;AP0154;01.05.2016 03:29;01.05.2016 03:29;476922.2005;5552528.89;476244.5505;5552790.634;;
30155;AP0155;01.05.2016 03:31;01.05.2016 03:31;476234.4258;5552807.305;476737.7789;5553329.092;;
30156;AP0156;01.05.2016 03:31;01.05.2016 03:31;476270.4841;5552830.717;476761.0821;5553174.686;;
30157;AP0157;01.05.2016 03:31;01.05.2016 03:31;476135.8719;5552887.244;476622.4778;5552962.108;;
30158;AP0158;01.05.2016 03:32;01.05.2016 03:32;476008.9238;5552488.585;476862.7713;5552923.594;;
30159;AP0159;01.05.2016 03:32;01.05.2016 03:32;476060.6895;5553073.303;476293.2853;5552865.792;;
30160;AP0160;01.05.2016 03:33;01.05.2016 03:33;476128.9138;5553251.857;476285.8549;5552772.282;;
30161;AP0161;01.05.2016 03:35;01.05.2016 03:35;476641.515;5552273.567;476190.3083;5552887.61;;
30162;AP0162;01.05.2016 03:36;01.05.2016 03:36;476816.756;5552492.162;476298.637;5552793.542;;
30163;AP0163;01.05.2016 03:42;01.05.2016 03:42;476918.459;5552841.857;476237.4727;5553012.504;;
30164;AP0164;01.05.2016 03:43;01.05.2016 03:43;476647.8741;5552940.17;476189.6116;5552979.511;;
30165;AP0165;01.05.2016 03:44;01.05.2016 03:44;476322.8991;5552860.968;476791.475;5553007.812;;
30166;AP0166;01.05.2016 03:45;01.05.2016 03:45;476691.424;5553333.911;476448.9805;5552614.124;;
30167;AP0167;01.05.2016 03:46;01.05.2016 03:46;476589.7051;5553086.305;476042.5954;5552736.732;;
30168;AP0168;01.05.2016 03:47;01.05.2016 03:47;476287.0725;5553025.283;476092.2841;5552643.122;;
30169;AP0169;01.05.2016 03:48;01.05.2016 03:48;475867.8256;5553043.56;476349.7069;5553210.582;;
30170;AP0170;01.05.2016 03:48;01.05.2016 03:48;476166.1193;5552841.181;476574.7327;5552877.31;;
30171;AP0171;01.05.2016 03:50;01.05.2016 03:50;476163.7622;5552853.477;476434.9787;5552208.325;;
30172;AP0172;01.05.2016 03:51;01.05.2016 03:51;475885.8352;5553162.607;475929.4157;5552366.301;;
30173;AP0173;01.05.2016 03:52;01.05.2016 03:52;475926.4892;5553104.579;476104.9658;5553300.051;;
30174;AP0174;01.05.2016 03:53;01.05.2016 03:53;476176.4236;5552735.709;475867.6808;5553048.999;;
30175;AP0175;01.05.2016 03:55;01.05.2016 03:55;476151.7156;5552339.121;476768.8077;5552693.315;;
30176;AP0176;01.05.2016 03:58;01.05.2016 03:58;476563.4404;5552535.732;476569.3162;5552716.172;;
30177;AP0177;01.05.2016 03:59;01.05.2016 03:59;476086.0049;5552457.296;476725.3643;5552778.941;;
30178;AP0178;01.05.2016 03:59;01.05.2016 03:59;476313.0647;5552768.568;476548.5085;5552756.739;;
30179;AP0179;01.05.2016 03:59;01.05.2016 03:59;476682.3867;5552959.002;476137.872;5553217.01;;
30180;AP0180;01.05.2016 04:00;01.05.2016 04:00;476843.8124;5553030.605;476180.3592;5552992.453;;
30181;AP0181;01.05.2016 04:00;01.05.2016 04:00;476651.6922;5552942.466;476641.5528;5553231.063;;
30182;AP0182;01.05.2016 04:01;01.05.2016 04:01;476721.7711;5552698.831;476756.829;5553173.457;;
30183;AP0183;01.05.2016 04:01;01.05.2016 04:01;475885.7474;5553021.789;476156.627;5552787.955;;
30184;AP0184;01.05.2016 04:05;01.05.2016 04:05;476226.7661;5552834.288;476244.6293;5552763.035;;
30185;AP0185;01.05.2016 04:08;01.05.2016 04:08;476152.4059;5552731.073;476131.8814;5552827.57;;
30186;AP0186;01.05.2016 04:09;01.05.2016 04:09;476244.384;5552652.217;476122.901;5552805.193;;
30187;AP0187;01.05.2016 04:10;01.05.2016 04:10;476249.4559;5553036.93;476246.0112;5552751.074;;
30188;AP0188;01.05.2016 04:12;01.05.2016 04:12;476141.6407;5553202.351;475866.7183;5553085.166;;
30189;AP0189;01.05.2016 04:13;01.05.2016 04:13;476483.2937;5553186.843;476190.172;5552981.912;;
30190;AP0190;01.05.2016 04:14;01.05.2016 04:14;476833.9592;5553026.661;476030.1744;5553068.324;;
30191;AP0191;01.05.2016 04:14;01.05.2016 04:14;476246.8504;5552753.399;475918.2689;5553288.762;;
30192;AP0192;01.05.2016 04:16;01.05.2016 04:16;476122.3478;5552943.838;476264.7632;5552756.292;;
30193;AP0193;01.05.2016 04:17;01.05.2016 04:17;476019.6914;5552775.417;476531.6004;5552499.233;;
30194;AP0194;01.05.2016 04:20;01.05.2016 04:20;476305.753;5552774.995;476424.7808;5552541.6;;
30195;AP0195;01.05.2016 04:21;01.05.2016 04:21;476220.31;5552811.679;476713.64;5552442.364;;
30196;AP0196;01.05.2016 04:26;01.05.2016 04:26;476193.8225;5552806.155;476666.0981;5552373.998;;
30197;AP0197;01.05.2016 04:27;01.05.2016 04:27;476264.7242;5552793.841;476132.5822;5552802.894;;
30198;AP0198;01.05.2016 04:28;01.05.2016 04:28;476088.1686;5553093.187;476047.109;5552748.088;;
30199;AP0199;01.05.2016 04:31;01.05.2016 04:31;476301.0018;5552871.511;476671.6129;5552529.004;;
30200;AP0200;01.05.2016 04:32;01.05.2016 04:32;476231.4686;5553032.622;476802.71;5552587.785;;
30201;AP0201;01.05.2016 04:32;01.05.2016 04:32;476445.5207;5552730.531;476317.3909;5552311.286;;
30202;AP0202;01.05.2016 04:32;01.05.2016 04:32;476457.9467;5552762.062;476448.1855;5552611.741;;
30203;AP0203;01.05.2016 04:34;01.05.2016 04:34;475933.501;5552838.915;476302.0187;5552666.064;;
30204;AP0204;01.05.2016 04:35;01.05.2016 04:35;476018.8784;5552784.547;476394.2466;5552655.402;;
30205;AP0205;01.05.2016 04:35;01.05.2016 04:35;476138.35;5552831.697;476018.1364;5552457.771;;
30206;AP0206;01.05.2016 04:37;01.05.2016 04:37;476340.567;5552796.659;476052.9039;5552665.399;;
30207;AP0207;01.05.2016 04:39;01.05.2016 04:39;476128.2642;5552728.363;476674.2854;5552492.271;;
30208;AP0208;01.05.2016 04:39;01.05.2016 04:39;476127.4518;5552923.074;476696.183;5552379.602;;
30209;AP0209;01.05.2016 04:42;01.05.2016 04:42;476237.9711;5553012.632;476271.7534;5552829.693;;
30210;AP0210;01.05.2016 04:43;01.05.2016 04:43;476075.9029;5552789.346;476238.2709;5552790.622;;
30211;AP0211;01.05.2016 04:43;01.05.2016 04:43;476660.4504;5552810.097;476016.8127;5552686.746;;
30212;AP0212;01.05.2016 04:43;01.05.2016 04:43;476463.5838;5552657.889;476139.1711;5552872.853;;
30213;AP0213;01.05.2016 04:44;01.05.2016 04:44;476296.6973;5552975.255;476058.951;5552943.363;;
30214;AP0214;01.05.2016 04:44;01.05.2016 04:44;476122.6913;5553276.063;476295.392;5552769.73;;
30215;AP0215;01.05.2016 04:46;01.05.2016 04:46;476139.5504;5552729.563;476620.5088;5552598.326;;
30216;AP0216;01.05.2016 04:47;01.05.2016 04:47;476301.2814;5552982.22;476631.2499;5552757.125;;
30217;AP0217;01.05.2016 04:47;01.05.2016 04:47;476914.184;5552512.052;476297.6378;5552869.017;;
30218;AP0218;01.05.2016 04:49;01.05.2016 04:49;476616.165;5552633.464;476085.4248;5552975.015;;
30219;AP0219;01.05.2016 04:51;01.05.2016 04:51;476314.5045;5552881.519;476812.3812;5552396.113;;
30220;AP0220;01.05.2016 04:54;01.05.2016 04:54;476258.3165;5553039.052;476606.5794;5552650.919;;
30221;AP0221;01.05.2016 04:56;01.05.2016 04:56;476129.7787;5552981.935;476794.1774;5552586.081;;
30222;AP0222;01.05.2016 04:58;01.05.2016 04:58;476062.7232;5553044.787;476810.0278;5552407.4;;
30223;AP0223;01.05.2016 04:59;01.05.2016 04:59;476672.5754;5552402.926;476319.6024;5552702.728;;
30224;AP0224;01.05.2016 05:00;01.05.2016 05:00;476680.5908;5552771.527;476077.5912;5552492.363;;
30225;AP0225;01.05.2016 05:01;01.05.2016 05:01;476293.1857;5552518.973;476271.1508;5552588.343;;
30226;AP0226;01.05.2016 05:03;01.05.2016 05:03;476395.0781;5552225.419;476409.1868;5552527.081;;
30227;AP0227;01.05.2016 05:06;01.05.2016 05:06;476035.4691;5552692.003;476460.9992;5552800.624;;
30228;AP0228;01.05.2016 05:06;01.05.2016 05:06;476085.7964;5552657.101;476091.4392;5552913.959;;
30229;AP0229;01.05.2016 05:06;01.05.2016 05:06;475864.9514;5553197.28;476097.953;5553045.792;;
30230;AP0230;01.05.2016 05:07;01.05.2016 05:07;475869.702;5553285.826;476194.7947;5552996.91;;
30231;AP0231;01.05.2016 05:07;01.05.2016 05:07;476663.8495;5552949.778;476138.3401;5552729.42;;
30232;AP0232;01.05.2016 05:10;01.05.2016 05:10;476709.2089;5552407.198;476272.9551;5552759.55;;
30233;AP0233;01.05.2016 05:12;01.05.2016 05:12;476254.1761;5552342.907;476196.1057;5552847.073;;
30234;AP0234;01.05.2016 05:12;01.05.2016 05:12;476310.1951;5552450.803;475972.7286;5552966.911;;
30235;AP0235;01.05.2016 05:13;01.05.2016 05:13;476803.3841;5552587.919;476536.1911;5552780.346;;
30236;AP0236;01.05.2016 05:14;01.05.2016 05:14;476681.3036;5552509.026;476656.19;5552560.58;;
30237;AP0237;01.05.2016 05:15;01.05.2016 05:15;476776.5952;5552582.569;476158.2507;5553110.022;;
30238;AP0238;01.05.2016 05:18;01.05.2016 05:18;476903.532;5552815.182;476142.7984;5552857.033;;
30239;AP0239;01.05.2016 05:18;01.05.2016 05:18;476050.0691;5552756.4;476102.5195;5552863.955;;
30240;AP0240;01.05.2016 05:19;01.05.2016 05:19;476079.9855;5552971.836;476155.4964;5552795.487;;
30241;AP0241;01.05.2016 05:19;01.05.2016 05:19;476391.281;5553089.666;475977.2982;5552954.897;;
30242;AP0242;01.05.2016 05:20;01.05.2016 05:20;476633.231;5553228.573;476304.8135;5552962.835;;
30243;AP0243;01.05.2016 05:21;01.05.2016 05:21;476301.1913;5552982.714;476394.1893;5552873.494;;
30244;AP0244;01.05.2016 05:23;01.05.2016 05:23;476229.5243;5553092.818;476711.4552;5552972.007;;
30245;AP0245;01.05.2016 05:24;01.05.2016 05:24;475989.722;5552925.778;475865.699;5553266.221;;
30246;AP0246;01.05.2016 05:24;01.05.2016 05:24;476207.0237;5552933.7;476116.5669;5552982.909;;
30247;AP0247;01.05.2016 05:27;01.05.2016 05:27;476460.682;5552768.752;476503.0042;5552758.44;;
30248;AP0248;01.05.2016 05:29;01.05.2016 05:29;476327.5324;5552856.252;476409.5956;5552482.234;;
30249;AP0249;01.05.2016 05:29;01.05.2016 05:29;476195.996;5553024.128;476508.8405;5552771.016;;
30250;AP0250;01.05.2016 05:30;01.05.2016 05:30;476719.8424;5553254.486;476293.023;5552396.222;;
