customerID;jobID;bookingTime;vaTime;startX;startY;endX;endY;
20031;AP0031;17.06.2016 00:34;17.06.2016 00:34;476463.0894;5552678.945;476081.3065;5552965.161;
20032;AP0032;17.06.2016 00:34;17.06.2016 00:34;476436.7866;5552220.155;476134.4483;5552581.691;
20033;AP0033;17.06.2016 00:35;17.06.2016 00:35;476026.1944;5553067.675;476403.7151;5553215.808;
20034;AP0034;17.06.2016 00:37;17.06.2016 00:37;476110.0075;5553002.528;476313.1264;5552901.144;
20035;AP0035;17.06.2016 00:37;17.06.2016 00:37;476021.6403;5553049.952;476697.6097;5552341.888;
20036;AP0036;17.06.2016 00:38;17.06.2016 00:38;476086.3036;5552939.91;476873.9767;5552887.642;
20037;AP0037;17.06.2016 00:40;17.06.2016 00:40;476403.7151;5553215.808;476328.1163;5553036.114;
20038;AP0038;17.06.2016 00:41;17.06.2016 00:41;476393.0593;5552878.691;476328.281;5553201.235;
20039;AP0039;17.06.2016 00:43;17.06.2016 00:43;476851.2941;5552960.419;476572.2338;5552869.299;
20040;AP0040;17.06.2016 00:43;17.06.2016 00:43;476578.1626;5553265.97;476309.2454;5552776.988;
20041;AP0041;17.06.2016 00:44;17.06.2016 00:44;476286.349;5553021.936;476119.0436;5552963.605;
20042;AP0042;17.06.2016 00:45;17.06.2016 00:45;476279.0839;5553044.024;476257.8962;5552850.38;
20043;AP0043;17.06.2016 00:46;17.06.2016 00:46;476283.9313;5552816.837;476085.5869;5552637.484;
20044;AP0044;17.06.2016 00:48;17.06.2016 00:48;476133.0582;5552728.8;476217.7876;5552811.153;
20045;AP0045;17.06.2016 00:50;17.06.2016 00:50;476617.658;5552658.47;476194.8631;5552739.479;
20046;AP0046;17.06.2016 00:51;17.06.2016 00:51;476441.0314;5552790.88;476314.4601;5552766.253;
20047;AP0047;17.06.2016 00:52;17.06.2016 00:52;475864.9169;5553194.096;476172.1294;5552801.632;
20048;AP0048;17.06.2016 00:53;17.06.2016 00:53;476114.4067;5552821.268;475934.2607;5553034.733;
20049;AP0049;17.06.2016 00:53;17.06.2016 00:53;476698.3483;5552317.973;476076.8808;5552985.627;
20050;AP0050;17.06.2016 00:54;17.06.2016 00:54;476843.3292;5552595.895;476116.5586;5552729.524;
20051;AP0051;17.06.2016 00:55;17.06.2016 00:55;475970.7888;5552624.253;476057.2642;5552741.348;
20052;AP0052;17.06.2016 00:57;17.06.2016 00:57;476129.9432;5552826.333;476062.6511;5552740.106;
20053;AP0053;17.06.2016 00:59;17.06.2016 00:59;476221.0798;5552581.813;476521.1737;5552797.593;
20054;AP0054;17.06.2016 01:00;17.06.2016 01:00;476082.2556;5552793.792;476740.7614;5552687.407;
20055;AP0055;17.06.2016 01:01;17.06.2016 01:01;475865.8878;5553283.637;476122.9598;5552980.518;
20056;AP0056;17.06.2016 01:02;17.06.2016 01:02;476218.7354;5553029.574;476020.658;5552754.08;
20057;AP0057;17.06.2016 01:06;17.06.2016 01:06;475952.7412;5552724.061;476073.7882;5552430.446;
20058;AP0058;17.06.2016 01:08;17.06.2016 01:08;476443.3462;5552807.982;476354.7196;5552317.553;
20059;AP0059;17.06.2016 01:11;17.06.2016 01:11;476256.216;5552586.395;475955.6886;5552243.009;
20060;AP0060;17.06.2016 01:11;17.06.2016 01:11;476431.4439;5552686.554;475938.653;5552399.693;
20061;AP0061;17.06.2016 01:12;17.06.2016 01:12;476251.5107;5553037.422;475864.8824;5553190.918;
20062;AP0062;17.06.2016 01:15;17.06.2016 01:15;476276.4623;5552853.322;476268.0069;5552847.056;
20063;AP0063;17.06.2016 01:17;17.06.2016 01:17;476031.303;5553295.596;476301.8251;5552979.236;
20064;AP0064;17.06.2016 01:18;17.06.2016 01:18;476188.406;5552999.238;476212.5173;5553006.074;
20065;AP0065;17.06.2016 01:20;17.06.2016 01:20;476187.8323;5552992.275;476127.2131;5552963.873;
20066;AP0066;17.06.2016 01:21;17.06.2016 01:21;476160.2995;5553110.514;475926.1211;5553107.565;
20067;AP0067;17.06.2016 01:23;17.06.2016 01:23;476017.2487;5552802.853;475948.6128;5552748.705;
20068;AP0068;17.06.2016 01:23;17.06.2016 01:23;476164.3906;5552733.249;476216.9289;5552886.108;
20069;AP0069;17.06.2016 01:24;17.06.2016 01:24;476642.4578;5553231.333;475954.7629;5553290.968;
20070;AP0070;17.06.2016 01:25;17.06.2016 01:25;476652.1569;5553324.35;476173.0849;5552735.027;
20071;AP0071;17.06.2016 01:26;17.06.2016 01:26;476064.2054;5552778.153;475946.6949;5552289.314;
20072;AP0072;17.06.2016 01:26;17.06.2016 01:26;476134.0978;5552894.982;476044.63;5552419.584;
20073;AP0073;17.06.2016 01:30;17.06.2016 01:30;476422.0869;5552745.875;476016.9512;5552806.194;
20074;AP0074;17.06.2016 01:31;17.06.2016 01:31;476544.4091;5552831.324;476011.6147;5552851.291;
20075;AP0075;17.06.2016 01:32;17.06.2016 01:32;476139.3538;5552872.056;476532.6308;5552787.169;
20076;AP0076;17.06.2016 01:33;17.06.2016 01:33;476129.0982;5552916.377;476813.132;5552702.651;
20077;AP0077;17.06.2016 01:35;17.06.2016 01:35;476075.0238;5552943.081;476121.449;5552823.507;
20078;AP0078;17.06.2016 01:36;17.06.2016 01:36;475867.9253;5553039.814;476108.3784;5552806.199;
20079;AP0079;17.06.2016 01:36;17.06.2016 01:36;476834.6469;5553013.834;476204.7879;5552808.442;
20080;AP0080;17.06.2016 01:36;17.06.2016 01:36;476678.4942;5552775.501;476099.8758;5552978.399;
20081;AP0081;17.06.2016 01:40;17.06.2016 01:40;475956.2033;5553005.772;476168.4542;5552839.12;
20082;AP0082;17.06.2016 01:41;17.06.2016 01:41;476263.7942;5552840.206;476049.0307;5552754.397;
20083;AP0083;17.06.2016 01:43;17.06.2016 01:43;476155.5401;5553109.371;476278.0248;5553043.771;
20084;AP0084;17.06.2016 01:43;17.06.2016 01:43;475948.993;5552746.435;476098.5256;5553299.662;
20085;AP0085;17.06.2016 01:46;17.06.2016 01:46;475865.3631;5553235.242;476058.2318;5552268.73;
20086;AP0086;17.06.2016 01:46;17.06.2016 01:46;476013.6188;5552842.264;476330.9862;5552401.261;
20087;AP0087;17.06.2016 01:50;17.06.2016 01:50;476019.7032;5552775.285;476119.092;5553290.064;
20088;AP0088;17.06.2016 01:50;17.06.2016 01:50;476145.5207;5552840.724;476163.4206;5552988.931;
20089;AP0089;17.06.2016 01:50;17.06.2016 01:50;476618.6558;5552754.335;476438.0661;5552725.844;
20090;AP0090;17.06.2016 01:51;17.06.2016 01:51;476500.367;5552814.007;476744.841;5552986.945;
20091;AP0091;17.06.2016 01:53;17.06.2016 01:53;476378.8253;5552665.533;476079.8362;5552972.591;
20092;AP0092;17.06.2016 01:54;17.06.2016 01:54;476042.418;5552638.958;476048.5149;5552752.704;
20093;AP0093;17.06.2016 01:56;17.06.2016 01:56;476462.6769;5552512.596;476398.8212;5552459.83;
20094;AP0094;17.06.2016 01:59;17.06.2016 01:59;476213.5471;5552576.223;475996.5777;5552184.678;
20095;AP0095;17.06.2016 01:59;17.06.2016 01:59;475951.6067;5553290.776;476277.6456;5552761.415;
20096;AP0096;17.06.2016 02:00;17.06.2016 02:00;476105.2661;5552979.66;476143.0623;5552855.881;
20097;AP0097;17.06.2016 02:01;17.06.2016 02:01;476659.7007;5552384.008;476487.5355;5552725.107;
20098;AP0098;17.06.2016 02:02;17.06.2016 02:02;476863.0633;5552501.615;476489.5279;5552819.657;
20099;AP0099;17.06.2016 02:05;17.06.2016 02:05;476525.7936;5552828.841;475865.3073;5553230.103;
20100;AP0100;17.06.2016 02:05;17.06.2016 02:05;476674.8622;5552766.79;476305.9923;5552933.325;
20101;AP0101;17.06.2016 02:06;17.06.2016 02:06;476221.6404;5552811.956;476685.011;5552563.013;
20102;AP0102;17.06.2016 02:10;17.06.2016 02:10;476509.0036;5552771.368;476854.9702;5552711.464;
20103;AP0103;17.06.2016 02:11;17.06.2016 02:11;476275.7589;5552826.462;476200.1902;5552969.022;
20104;AP0104;17.06.2016 02:12;17.06.2016 02:12;476406.7153;5552519.322;476182.5636;5552803.808;
20105;AP0105;17.06.2016 02:13;17.06.2016 02:13;476684.5321;5552266.019;476746.9842;5552987.905;
20106;AP0106;17.06.2016 02:14;17.06.2016 02:14;476888.547;5552840.893;476891.9873;5552719.263;
20107;AP0107;17.06.2016 02:14;17.06.2016 02:14;476566.6477;5552536.495;476212.0982;5553027.984;
20108;AP0108;17.06.2016 02:15;17.06.2016 02:15;476917.5983;5552844.602;476135.447;5553226.443;
20109;AP0109;17.06.2016 02:18;17.06.2016 02:18;476066.071;5552540.376;476142.0052;5552447.712;
20110;AP0110;17.06.2016 02:18;17.06.2016 02:18;475990.0003;5552552.227;476221.1805;5552500.97;
20111;AP0111;17.06.2016 02:19;17.06.2016 02:19;476847.9112;5553032.245;476240.1246;5553034.695;
20112;AP0112;17.06.2016 02:20;17.06.2016 02:20;476492.9842;5552854.778;475882.632;5553286.607;
20113;AP0113;17.06.2016 02:21;17.06.2016 02:21;476921.5398;5552818.64;476141.7383;5552835.538;
20114;AP0114;17.06.2016 02:22;17.06.2016 02:22;476127.2859;5553300.386;476105.761;5553097.413;
20115;AP0115;17.06.2016 02:22;17.06.2016 02:22;476264.1535;5553066.363;475918.6327;5553035.613;
20116;AP0116;17.06.2016 02:23;17.06.2016 02:23;476180.3956;5553051.366;476183.144;5552803.929;
20117;AP0117;17.06.2016 02:23;17.06.2016 02:23;476266.8491;5552846.725;476331.8814;5552709.509;
20118;AP0118;17.06.2016 02:25;17.06.2016 02:25;476268.3886;5552847.339;476125.445;5552824.777;
20119;AP0119;17.06.2016 02:25;17.06.2016 02:25;476136.1488;5552987.36;476582.9675;5552363.503;
20120;AP0120;17.06.2016 02:26;17.06.2016 02:26;476257.8622;5553017.757;476400.8142;5552222.962;
20121;AP0121;17.06.2016 02:28;17.06.2016 02:28;476274.3969;5553042.902;476576.9527;5553316.39;
20122;AP0122;17.06.2016 02:29;17.06.2016 02:29;476852.9432;5553034.259;476767.5225;5553176.547;
20123;AP0123;17.06.2016 02:29;17.06.2016 02:29;476078.7293;5552977.494;476536.3839;5552779.976;
20124;AP0124;17.06.2016 02:33;17.06.2016 02:33;475866.6646;5553087.186;476887.1975;5552845.223;
20125;AP0125;17.06.2016 02:34;17.06.2016 02:34;476388.3543;5552228.3;476104.1247;5552979.392;
20126;AP0126;17.06.2016 02:34;17.06.2016 02:34;476398.4618;5552415.93;476155.2916;5553149.25;
20127;AP0127;17.06.2016 02:35;17.06.2016 02:35;476309.4179;5552917.873;476588.9043;5552258.716;
20128;AP0128;17.06.2016 02:35;17.06.2016 02:35;476094.9688;5552896.196;476429.1716;5552505.294;
20129;AP0129;17.06.2016 02:35;17.06.2016 02:35;475943.2562;5553290.273;476307.6506;5552464.602;
20130;AP0130;17.06.2016 02:37;17.06.2016 02:37;475911.8099;5553159.847;476461.211;5552427.374;
20131;AP0131;17.06.2016 02:40;17.06.2016 02:40;476124.9301;5552728.694;476531.1663;5552466.073;
20132;AP0132;17.06.2016 02:41;17.06.2016 02:41;476293.6064;5552802.398;476346.7035;5552246.777;
20133;AP0133;17.06.2016 02:41;17.06.2016 02:41;476422.1564;5552533.735;476188.9958;5553016.623;
20134;AP0134;17.06.2016 02:43;17.06.2016 02:43;476240.0661;5552782.834;476288.9673;5552766.465;
20135;AP0135;17.06.2016 02:45;17.06.2016 02:45;476195.5982;5553024.033;476019.9022;5553049.598;
20136;AP0136;17.06.2016 02:45;17.06.2016 02:45;475940.8858;5552794.831;476111.2188;5552998.181;
20137;AP0137;17.06.2016 02:46;17.06.2016 02:46;476179.839;5552891.197;476157.4375;5552782.555;
20138;AP0138;17.06.2016 02:50;17.06.2016 02:50;476193.2106;5552888.021;476003.9908;5552885.629;
20139;AP0139;17.06.2016 02:51;17.06.2016 02:51;475910.9724;5553032.393;476577.5642;5553221.909;
20140;AP0140;17.06.2016 02:52;17.06.2016 02:52;476278.0636;5552854.509;476278.2977;5553060.445;
20141;AP0141;17.06.2016 02:53;17.06.2016 02:53;476284.9005;5552549.247;476187.5219;5553022.248;
20142;AP0142;17.06.2016 02:54;17.06.2016 02:54;476397.3596;5552657.74;476163.6276;5552993.605;
20143;AP0143;17.06.2016 02:55;17.06.2016 02:55;476263.9311;5552840.434;476753.8127;5553277.763;
20144;AP0144;17.06.2016 03:00;17.06.2016 03:00;476131.6148;5552629.593;476624.2849;5553321.399;
20145;AP0145;17.06.2016 03:02;17.06.2016 03:02;476078.8965;5552486.922;476495.6432;5552870.446;
20146;AP0146;17.06.2016 03:07;17.06.2016 03:07;476286.3286;5552765.125;476312.8305;5552902.479;
20147;AP0147;17.06.2016 03:07;17.06.2016 03:07;476545.026;5552442.792;476192.6832;5552846.089;
20148;AP0148;17.06.2016 03:08;17.06.2016 03:08;476763.1616;5552381.425;476246.39;5552751.164;
20149;AP0149;17.06.2016 03:09;17.06.2016 03:09;476056.4568;5552766.272;476239.0131;5552409.949;
20150;AP0150;17.06.2016 03:10;17.06.2016 03:10;476089.4231;5552924.147;476498.8377;5552343.014;
20151;AP0151;17.06.2016 03:11;17.06.2016 03:11;476072.7931;5552658.668;476280.6909;5552394.546;
20152;AP0152;17.06.2016 03:12;17.06.2016 03:12;476229.2148;5552862.088;476493.9608;5552519.414;
20153;AP0153;17.06.2016 03:15;17.06.2016 03:15;476255.1455;5553017.057;476427.542;5552420.982;
20154;AP0154;17.06.2016 03:15;17.06.2016 03:15;476570.9407;5553200.641;476419.994;5552419.549;
20155;AP0155;17.06.2016 03:16;17.06.2016 03:16;476286.5077;5552770.153;476292.7837;5552520.443;
20156;AP0156;17.06.2016 03:19;17.06.2016 03:19;476020.631;5552719.202;475977.7726;5552408.225;
20157;AP0157;17.06.2016 03:19;17.06.2016 03:19;476299.6188;5552962.076;476658.1436;5552817.3;
20158;AP0158;17.06.2016 03:20;17.06.2016 03:20;476141.5062;5552800.775;476608.5676;5553319.736;
20159;AP0159;17.06.2016 03:23;17.06.2016 03:23;476169.6327;5552974.503;476524.9914;5552804.825;
20160;AP0160;17.06.2016 03:23;17.06.2016 03:23;476124.6262;5552934.569;476648.6406;5552861.75;
20161;AP0161;17.06.2016 03:24;17.06.2016 03:24;476317.7002;5552880.513;476582.2317;5552884.737;
20162;AP0162;17.06.2016 03:26;17.06.2016 03:26;476297.3518;5553003.785;476191.5202;5553179.798;
20163;AP0163;17.06.2016 03:29;17.06.2016 03:29;476296.303;5552770.193;476240.4612;5553034.776;
20164;AP0164;17.06.2016 03:31;17.06.2016 03:31;476307.986;5552924.332;476294.5905;5552769.323;
20165;AP0165;17.06.2016 03:31;17.06.2016 03:31;476256.2619;5552675.382;476417.6813;5552334.236;
20166;AP0166;17.06.2016 03:32;17.06.2016 03:32;476335.9871;5552616.297;476354.352;5552244.098;
20167;AP0167;17.06.2016 03:34;17.06.2016 03:34;476218.9809;5552522.656;476520.0273;5552525.094;
20168;AP0168;17.06.2016 03:34;17.06.2016 03:34;476912.0765;5552579.175;476252.5799;5552282.433;
20169;AP0169;17.06.2016 03:36;17.06.2016 03:36;476052.3517;5552759.932;476679.0415;5552957.504;
20170;AP0170;17.06.2016 03:37;17.06.2016 03:37;476310.2113;5552954.029;476852.0558;5552957.976;
20171;AP0171;17.06.2016 03:40;17.06.2016 03:40;476118.5599;5552822.588;476513.4773;5552816.016;
20172;AP0172;17.06.2016 03:41;17.06.2016 03:41;476121.4409;5552977.047;476518.4562;5552814.336;
20173;AP0173;17.06.2016 03:42;17.06.2016 03:42;475865.842;5553118.095;476227.6136;5552746.753;
20174;AP0174;17.06.2016 03:43;17.06.2016 03:43;476257.3432;5552753.736;476127.3205;5552728.456;
20175;AP0175;17.06.2016 03:45;17.06.2016 03:45;476764.885;5552692.489;475988.5974;5552312.323;
20176;AP0176;17.06.2016 03:46;17.06.2016 03:46;476849.3469;5553032.819;476246.8974;5552373.928;
20177;AP0177;17.06.2016 03:47;17.06.2016 03:47;476364.0031;5552809.063;476644.0502;5552937.871;
20178;AP0178;17.06.2016 03:48;17.06.2016 03:48;476138.2589;5552831.639;476790.442;5553159.1;
20179;AP0179;17.06.2016 03:49;17.06.2016 03:49;476434.8653;5552811.486;475868.0801;5553033.998;
20180;AP0180;17.06.2016 03:49;17.06.2016 03:49;476038.7766;5552654.135;475994.398;5552681.661;
20181;AP0181;17.06.2016 03:50;17.06.2016 03:50;476449.619;5552883.684;476123.4363;5552966.367;
20182;AP0182;17.06.2016 03:51;17.06.2016 03:51;476393.3338;5552877.428;476071.8511;5553045.299;
20183;AP0183;17.06.2016 03:53;17.06.2016 03:53;476520.7029;5552796.579;475924.7668;5553118.55;
20184;AP0184;17.06.2016 03:55;17.06.2016 03:55;476891.3027;5552832.051;476234.3101;5552748.325;
20185;AP0185;17.06.2016 03:56;17.06.2016 03:56;476152.8477;5552991.155;476120.7776;5552952.756;
20186;AP0186;17.06.2016 03:57;17.06.2016 03:57;476104.146;5552857.011;476075.1277;5552993.339;
20187;AP0187;17.06.2016 03:59;17.06.2016 03:59;476210.432;5553027.585;476909.8035;5552816.386;
20188;AP0188;17.06.2016 04:00;17.06.2016 04:00;476384.2005;5553104.763;476908.1956;5552744.721;
20189;AP0189;17.06.2016 04:01;17.06.2016 04:01;476033.4681;5553052.359;476086.1213;5552456.812;
20190;AP0190;17.06.2016 04:01;17.06.2016 04:01;476088.5189;5552975.74;476214.0558;5552810.374;
20191;AP0191;17.06.2016 04:02;17.06.2016 04:02;476524.8602;5552268.221;476367.852;5552237.083;
20192;AP0192;17.06.2016 04:03;17.06.2016 04:03;476371.7773;5552235.401;476195.9951;5552289.76;
20193;AP0193;17.06.2016 04:05;17.06.2016 04:05;476386.8232;5552228.956;476266.2109;5552834.163;
20194;AP0194;17.06.2016 04:06;17.06.2016 04:06;476832.6969;5552593.772;476406.1426;5552743.691;
20195;AP0195;17.06.2016 04:06;17.06.2016 04:06;476191.3885;5553007.493;476584.8985;5552746.854;
20196;AP0196;17.06.2016 04:08;17.06.2016 04:08;476196.5897;5552885.584;476803.273;5552794.82;
20197;AP0197;17.06.2016 04:10;17.06.2016 04:10;476398.9293;5552473.031;476120.9467;5552951.699;
20198;AP0198;17.06.2016 04:12;17.06.2016 04:12;476044.0156;5552343.537;476087.3348;5552596.425;
20199;AP0199;17.06.2016 04:12;17.06.2016 04:12;476276.2092;5552581.004;476138.3917;5552359.499;
20200;AP0200;17.06.2016 04:13;17.06.2016 04:13;476325.7437;5552787.438;476086.702;5552381.387;
20201;AP0201;17.06.2016 04:13;17.06.2016 04:13;475954.705;5552712.338;476476.8851;5552892.043;
20202;AP0202;17.06.2016 04:14;17.06.2016 04:14;475886.3979;5553022.063;476089.2076;5552797.991;
20203;AP0203;17.06.2016 04:15;17.06.2016 04:15;476405.2222;5552743.185;476657.1817;5552820.304;
20204;AP0204;17.06.2016 04:15;17.06.2016 04:15;476759.1486;5552993.348;476604.9026;5552453.304;
20205;AP0205;17.06.2016 04:15;17.06.2016 04:15;476430.48;5552258.117;476215.9854;5552552.185;
20206;AP0206;17.06.2016 04:16;17.06.2016 04:16;476415.6271;5552547.302;476201.0222;5552377.163;
20207;AP0207;17.06.2016 04:17;17.06.2016 04:17;475923.1769;5552394.435;476298.4239;5552482.369;
20208;AP0208;17.06.2016 04:18;17.06.2016 04:18;476225.7821;5552469.498;476271.66;5552393.321;
20209;AP0209;17.06.2016 04:19;17.06.2016 04:19;476533.9238;5552440.843;476671.509;5552397.525;
20210;AP0210;17.06.2016 04:19;17.06.2016 04:19;476885.5253;5552604.322;476531.4673;5552489.068;
20211;AP0211;17.06.2016 04:19;17.06.2016 04:19;476657.7815;5552818.431;476048.9467;5552754.122;
20212;AP0212;17.06.2016 04:21;17.06.2016 04:21;476848.26;5552710.051;475915.7759;5553288.611;
20213;AP0213;17.06.2016 04:22;17.06.2016 04:22;476145.707;5552799.776;476271.2353;5552830.111;
20214;AP0214;17.06.2016 04:22;17.06.2016 04:22;476253.1114;5552752.741;475986.7938;5552932.626;
20215;AP0215;17.06.2016 04:23;17.06.2016 04:23;476676.6484;5552423.56;476424.3047;5552540.173;
20216;AP0216;17.06.2016 04:23;17.06.2016 04:23;476405.25;5552400.714;476639.5182;5552560.836;
20217;AP0217;17.06.2016 04:24;17.06.2016 04:24;476138.1459;5552987.814;476868.984;5552903.66;
20218;AP0218;17.06.2016 04:25;17.06.2016 04:25;476003.9481;5553064.044;476756.762;5552595.645;
20219;AP0219;17.06.2016 04:27;17.06.2016 04:27;475867.7342;5553046.995;476023.3744;5553050.305;
20220;AP0220;17.06.2016 04:28;17.06.2016 04:28;475988.7617;5552680.382;476132.7414;5552909.42;
20221;AP0221;17.06.2016 04:28;17.06.2016 04:28;476040.5108;5552646.907;476435.3424;5552698.733;
20222;AP0222;17.06.2016 04:28;17.06.2016 04:28;476416.0877;5552815.953;476133.1398;5552828.373;
20223;AP0223;17.06.2016 04:33;17.06.2016 04:33;476315.8049;5553270.84;476244.9094;5553035.84;
20224;AP0224;17.06.2016 04:35;17.06.2016 04:35;476718.1639;5552975.009;476822.1399;5553153.342;
20225;AP0225;17.06.2016 04:35;17.06.2016 04:35;476733.7023;5552780.64;476065.455;5552231.838;
20226;AP0226;17.06.2016 04:37;17.06.2016 04:37;476808.3926;5552795.863;476218.7532;5552524.899;
20227;AP0227;17.06.2016 04:37;17.06.2016 04:37;476682.8962;5552455.212;475897.6086;5553287.512;
20228;AP0228;17.06.2016 04:38;17.06.2016 04:38;476698.2062;5552328.22;476068.3539;5552782.477;
20229;AP0229;17.06.2016 04:39;17.06.2016 04:39;476697.1771;5552353.323;476268.8601;5552832.027;
20230;AP0230;17.06.2016 04:41;17.06.2016 04:41;476654.4784;5552828.745;476189.5194;5553022.577;
20231;AP0231;17.06.2016 04:42;17.06.2016 04:42;476316.098;5552257.5;475867.8607;5553042.24;
20232;AP0232;17.06.2016 04:43;17.06.2016 04:43;476036.2802;5552391.711;475938.9287;5553028.572;
20233;AP0233;17.06.2016 04:45;17.06.2016 04:45;476331.1869;5552401.304;476264.3588;5552296.126;
20234;AP0234;17.06.2016 04:46;17.06.2016 04:46;476333.4325;5552341.953;476418.7377;5552328.587;
20235;AP0235;17.06.2016 04:49;17.06.2016 04:49;476456.8654;5552802.386;476312.526;5552769.463;
20236;AP0236;17.06.2016 04:49;17.06.2016 04:49;476128.4319;5552803.88;476803.6915;5553013.278;
20237;AP0237;17.06.2016 04:50;17.06.2016 04:50;476609.382;5552911.627;476126.3152;5552728.557;
20238;AP0238;17.06.2016 04:51;17.06.2016 04:51;476414.0231;5552670.256;475988.7845;5552927.971;
20239;AP0239;17.06.2016 04:52;17.06.2016 04:52;476079.6787;5553074.969;476080.3877;5552792.664;
20240;AP0240;17.06.2016 04:56;17.06.2016 04:56;476302.1446;5552977.483;476288.082;5552537.621;
20241;AP0241;17.06.2016 04:56;17.06.2016 04:56;476414.2103;5552542.854;476676.5216;5552390.43;
20242;AP0242;17.06.2016 04:57;17.06.2016 04:57;476286.4658;5552543.527;476030.1989;5552409.542;
20243;AP0243;17.06.2016 04:59;17.06.2016 04:59;475964.4556;5552988.664;476443.7385;5552882.362;
20244;AP0244;17.06.2016 05:01;17.06.2016 05:01;476122.6425;5552962.727;476129.4546;5552803.636;
20245;AP0245;17.06.2016 05:02;17.06.2016 05:02;476501.1363;5552754.415;476367.2524;5552319.472;
20246;AP0246;17.06.2016 05:04;17.06.2016 05:04;476346.8114;5552280.294;476720.3848;5552473.677;
20247;AP0247;17.06.2016 05:05;17.06.2016 05:05;476414.8368;5552816.239;476395.5547;5552871.535;
20248;AP0248;17.06.2016 05:11;17.06.2016 05:11;476407.2857;5552521.113;476393.0052;5552878.939;
20249;AP0249;17.06.2016 05:13;17.06.2016 05:13;476271.1338;5552588.341;476220.0252;5552871.603;
20250;AP0250;17.06.2016 05:13;17.06.2016 05:13;475965.5068;5552675.106;476213.9148;5552572.599;
20251;AP0251;17.06.2016 05:13;17.06.2016 05:13;475971.8622;5552969.19;476715.5141;5552410.624;
20252;AP0252;17.06.2016 05:15;17.06.2016 05:15;475956.2751;5553005.677;476489.4597;5552729.254;
20253;AP0253;17.06.2016 05:19;17.06.2016 05:19;476880.2342;5552867.564;475987.477;5552680.09;
20254;AP0254;17.06.2016 05:19;17.06.2016 05:19;476853.2419;5552954.169;476060.9513;5552925.473;
